StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,coder,coder_4_TEXT,pmcid,protocol,include,participants,participants_4_TEXT,journal,pubYear,impactFactor,verbatim,powerCalcType,powerCalcType_4_TEXT,multiple,statsKnowledge,version,version_1_TEXT,power,power_1_TEXT,alpha,alpha_1_TEXT,sampleSize,sampleSize_1_TEXT,effectSizeType,effectSizeType_6_TEXT,effectSizeType_7_TEXT,effectSizeValue,effectSizeValue_1_TEXT,statTest,statTest_5_TEXT,statTest_6_TEXT,otherRepro,reproducible,reproducible_2_TEXT,justification,justification_5_TEXT,multCompare,multCompareText,ANOVAwithinBetween,match,matchText,error,errorText,impact,commentsCalc,commentsGeneral
2022-07-23 01:30:58,2022-07-23 01:37:30,IP Address,24.85.181.158,100,391,True,2022-07-23 01:37:30,R_1pzWUl1FgIBgGTU,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8910480,No,Include,Humans,,International Journal of Environmental Research and Public Health,2022,3.390,"The sample size was calculated using G*power 3.1.9 software (Heinrich-Heine-University, Düsseldorf, Germany) based on a significance level of 0.05, a power of 0.9, effect size of 0.15, and 9 associated variables. The minimum sample size was 152.",Solves for sample size (often called a priori),,No,Probably,Yes,3.1.9,Yes,.90,Yes (0.05),,Yes,152,No,,,Yes,.15,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 01:37:32,2022-07-23 01:53:39,IP Address,24.85.181.158,100,967,True,2022-07-23 01:53:39,R_z7RKjxi4WCcPz4l,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6162305,No,Include,Humans,,Scientific Reports,2018,4.259,"Further, to make sure that we do not falsely dismiss a possible effect of acoustic startle probes on fear learning (as measured with fMRI) due to a lack of power, we performed sample size calculations to estimate the sample size that would be required to be able to observe a significant interaction effect (G*Power version 3.1.9.2 ANOVA: Repeated measures, within factors with correlation among repeated measures: 0.5). We would have needed a sample size of 4208 for the insula (ηp2 = 0.018) and a sample size of 65 for dACC (ηp2 = 0.147) to obtain significant interactions with 80% power at 5% alpha.",Other,solves for sample size after the study is completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 01:53:41,2022-07-23 01:56:24,IP Address,24.85.181.158,100,163,True,2022-07-23 01:56:24,R_u51qp9cX7fdQIWR,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6282546,No,Include,Humans,,Frontiers in Psychiatry,2018,3.532,"We conducted post-hoc power analyses to determine the smallest detectible effect size detectible with 80% power for both the main effect of OXT (vs. placebo) on daily symptoms and the interactive effect of ELA and OXT on daily symptoms. This N adjusted for the average clustering of symptoms within women (i.e., ICC) using the design effect calculation provided by Snijders and Bosker (38). Sensitivity analyses were conducted in G*Power to determine the smallest detectible effect size (given 80% power, alpha = 0.05, average symptom intraclass correlation (ICC) = 0.10). For the interaction among ELA and OXT, the smallest detectible effect size was f = 0.25. Therefore, despite the small number of women in the study, the repeated measures design and relatively low ICC of daily symptoms allowed for sufficient power to test the hypothesis that OXT would exert conventionally medium effects on daily symptoms, and that OXT and ELA would interact to exert conventionally medium-sized effects on daily symptoms. Of course, generalizability may still be limited by the small sample size.",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 01:58:17,2022-07-23 02:01:26,IP Address,24.85.181.158,100,189,True,2022-07-23 02:01:26,R_1CxVftpNT62t3xv,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8094996,No,Include,Humans,,Social Cognitive and Affective Neuroscience,2021,3.571,"Simulated sensitivity analysis (Lane and Hennes, 2018) shows that our current sample provides 80% power for an effect of β = 0.38 for the hypothesized relationships between individual-level variables within dyads, meaning we are adequately powered for our preregistered analyses.2 We have less power for relationships between dyad-level variables—80% power for a correlation of r = 0.45, according to sensitivity analysis in G*Power 3 (Faul et al., 2007)—so our preregistered neural synchrony results are reported in the Supplementary Materials. Further sensitivity analysis shows that we would have 80% power for an effect of d = 1.02 to test our predictions about the effect of participant race, so we hope to address these hypotheses in future work with adequate sample size.",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 02:01:28,2022-07-23 02:04:05,IP Address,24.85.181.158,100,156,True,2022-07-23 02:04:06,R_3ikgbzydVi203Ix,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6243627,No,Include,Humans,,Journal of Sports Science and Medicine,2018,1.797,"A post-hoc power analysis was performed to indicate the statistical power. It revealed that a sample size of 15 was sufficient to minimize the probability of Type II error for our variables of interest (Faul et al., 2007). ",Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 02:04:20,2022-07-23 02:07:13,IP Address,24.85.181.158,100,172,True,2022-07-23 02:07:13,R_UlPtioDpMKXyF69,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC9082826,No,Include,Humans,,BMC Cancer,2022,4.430,"Since this was an exploratory study, only post-hoc power calculations, based on the data gathered here, were conducted to establish number of cases needed for future studies with GPower Version 3.1.",Other,solves for sample size after the study is completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 02:08:17,2022-07-23 02:18:35,IP Address,24.85.181.158,100,617,True,2022-07-23 02:18:35,R_33swipiqP3ttIHY,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6224635,No,Include,Humans,,Kidney International Reports,2018,NA,"A power calculation based on previous research29 that assessed the feeding-mediated stimulation of myofibrillar protein synthesis rates showed that n = 6 was sufficient to detect differences between groups when using a 2-sided statistical test (P < 0.05, 95% power, f = 0.86; G*power version 3.1.9.3).",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.3,Yes,0.95,Yes (0.05),,Yes,6,f,,,Yes,0.86,the statistical test is NOT reported,,,standard anova details,No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,"""Due to the strong main effect of MHD on FSRs within the 2-factor analysis of variance...""",Unsure (there's not enough information to reasonably code yes or no).,,,"The effect size used is huge, perhaps unreasonable. I couldn;t find the number of time points. They must have used the default ANOVA option because the non-default one produces a much larger sample size.","For the past 40 articles I coded, I think I've been clicking “previously published research” When I should have been clicking “reference to other study to justify….” for the justification of the effect size."
2022-07-23 02:18:37,2022-07-23 02:25:08,IP Address,24.85.181.158,100,391,True,2022-07-23 02:25:08,R_9AJrkPHZHxApbvX,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7164145,No,Include,Humans,,BMC Anesthesiology,2020,1.619,"Our primary outcome was the rate of successful management of maternal hypotension. As there are no available data for this outcome using NE boluses, we performed a pilot study in which we reported a rate of successful management of maternal hypotension of 77% with the 6 mcg bolus. G-power software (version 3.1.9.2) was used to calculate the sample size. An absolute improvement of 18% in the rate of successful management of a first hypotensive episode (aiming 95% success rate) was planned for sample size calculation. One-hundred and four hypotensive mothers (52 per group) at least were estimated to have a study power of 80% and an alpha error of 0.05. This number was increased to 112 mothers (56 per group) to compensate for possible dropouts.",Solves for sample size (often called a priori),,No,Probably,Yes,3.1.9.2,Yes (0.80),,Yes (0.05),,Yes,104,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,percentage between groups,Yes,18%,the statistical test is NOT reported,,,,No,,Their own pilot data (that is not published),,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They indicate a single primary outcome.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,"It appears so, but it's not clear.",Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 02:34:36,2022-07-23 02:37:06,IP Address,24.85.181.158,100,149,True,2022-07-23 02:37:06,R_2vkrxKmgZ0Ry3Z2,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7540704,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,JOURNAL OF NEUROSCIENCE RESEARCH,2020,4.139,"Power analyses to determine sample size were not carried out a priori for the experiments included in this paper. Based on our previous experience with the techniques being applied, we aimed for sample sizes large enough to reliably detect a moderate effect size. For example, we aimed for a minimum of n = 12 mice per genotype per timepoint for behavioral analyses and n = 4 mice per genotype per timepoint for histological analyses. The large number of APP mice that died unexpectedly (Figure 1) limited the number of mice available for our experimental analyses and for some experiments or timepoints we were only able to obtain n = 3 mice in a group. These small sample sizes are a limitation to our study, as we do not have sufficient power to detect differences with an effect size smaller than 0.5 (Sullivan & Feinn, 2012). However, we consistently show large differences between WT and APP group means (effect sizes >1.0) and post hoc power analyses revealed that most comparisons had a statistical power >80% (G*Power 3.1; RRID:SCR_013726), with the exception being our t‐test comparison of average hippocampal node length per mouse (n = 3 mice per group), which only achieved a power of 58%.",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 02:37:08,2022-07-23 02:39:33,IP Address,24.85.181.158,100,144,True,2022-07-23 02:39:33,R_1H8iRpCeWhZMvsT,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC5485952,No,Include,Humans,,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2017,3.257,"To verify the statistical power of our sample to detect genetic associations, we used the G*Power 3 software [56] with the following parameters: logistic regression; post hoc; two-tail; odds ratio (OR) = 2.65 [26] α error probability = 0.025 (because we investigated 2 SNPs) [26].",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 02:39:43,2022-07-23 02:47:45,IP Address,24.85.181.158,100,482,True,2022-07-23 02:47:45,R_afpqst1jGQ87It3,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7068967,Yes,Include,Humans,,Trials,2020,1.975,"The preliminary experimental findings showed that the effective rate was 80% in the study group and 50% in the control group. The effective rates of the study group and the control group were set as 80% and 50%, respectively. On this basis, sample estimation was conducted using G*Power 3.1 software, and the rank-sum test was adopted to set the rates of 80% in the treatment group and 50% in the control group for bilateral testing, and we set α = 0.05 and power = 0.97 (the setting of this value is based on the statistical power after the end of the experiment; power = 0.97 after the end of 40 cases). The distribution ratio was matched by 1:1, and the final sample size was set as 142, with 71 subjects in each of the two groups, taking into account the possibility of 12% attrition rate during the study. Therefore, the total number of samples was finally determined to be 160 cases, namely 80 cases in each group.",Solves for sample size (often called a priori),,No,Probably,Yes,3.1,Yes,0.97,Yes (0.05),,Yes,142,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,percentage between groups,Yes,50% / 80%,other regression (please describe),"""rank-sum test""",,,No,,Their own pilot data (that is not published),,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",they have a primary outcome,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,,
